"ID","Target"
953,1
956,1
958,1
965,1
967,1
968,1
970,1
972,1
973,1
974,1
976,1
977,1
978,1
979,1
980,1
981,1
984,1
985,1
987,1
989,1
992,1
993,1
994,1
995,1
997,1
1001,1
1002,1
1006,1
1013,1
1017,1
1019,1
1020,1
1021,1
1028,1
1030,1
1031,1
1032,1
1037,1
1038,1
1040,1
1042,1
1049,1
1050,1
1051,1
1052,1
1053,1
1056,1
1058,1
1062,1
1064,1
1066,1
1067,1
1069,1
1070,1
1071,1
1073,1
1076,1
1078,1
1083,1
1087,1
1090,1
1091,1
1093,1
1095,1
1097,1
1098,1
1103,1
1106,1
1107,1
1111,1
1112,1
1113,1
1114,1
1122,1
1123,1
1125,1
1126,1
1128,1
1132,1
1133,1
1137,1
1142,1
1143,1
1146,1
1149,1
1151,1
1152,1
1156,1
1157,1
1159,1
1161,1
1170,1
1171,1
1172,1
1178,1
1182,1
1183,1
1185,1
1188,1
1190,1
1191,1
1192,1
1194,1
1197,1
1201,1
1203,1
1204,1
1206,1
1207,1
1208,1
1212,1
1215,1
1216,1
1219,1
1223,1
1226,1
1228,1
1229,1
1230,1
1233,1
1235,1
1236,1
1239,1
1243,1
1245,1
1250,1
1253,1
1255,1
1257,1
1260,1
1262,1
1264,1
1265,1
1267,1
1269,1
1273,1
1276,1
1282,1
1283,1
1284,1
1285,1
1287,1
1289,1
1290,1
1291,1
1292,1
1293,1
1295,1
1297,1
1300,1
1301,1
1305,1
1307,1
1309,1
1311,1
1315,1
1322,1
1323,1
1325,1
1327,1
1333,1
1334,1
1335,1
1341,1
1344,1
1346,1
1348,1
1351,1
1353,1
1354,1
1355,1
1357,1
1359,1
1361,1
1363,1
1364,1
1368,1
1370,1
1371,1
1373,1
1376,1
1378,1
1379,1
1382,1
1384,1
1388,1
1389,1
1390,1
1392,1
1394,1
1398,1
1399,1
1400,1
1403,1
1404,1
1410,1
1412,1
1413,1
1419,1
1422,1
1423,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1433,1
1435,1
1438,1
1444,1
1445,1
1448,1
1450,1
1453,1
1454,1
1458,1
1460,1
1466,1
1468,1
1469,1
1473,1
1474,1
1475,1
1480,1
1482,1
1484,1
1487,1
1489,1
1490,1
1491,1
1492,1
1494,1
1495,1
1500,1
1501,1
1505,1
1507,1
1512,1
1514,1
1515,1
1516,1
1518,1
1519,1
1526,1
1527,1
1529,1
1533,1
1535,1
1537,1
1540,1
1541,1
1547,1
1548,1
1556,1
1557,1
1559,1
1563,1
1565,1
1566,1
1568,1
1571,1
1572,1
1574,1
1577,1
1579,1
1584,1
1586,1
1595,1
1601,1
1604,1
1608,1
1609,1
1614,1
1616,1
1618,1
1623,1
1625,1
1627,1
1630,1
1632,1
1634,1
1636,1
1638,1
1641,1
1646,1
1651,1
1655,1
1658,1
1660,1
1662,1
1663,1
1665,1
1667,1
1668,1
1669,1
1676,1
1678,1
1679,1
1680,1
1681,1
1685,1
1689,1
1693,1
1694,1
1695,1
1697,1
1700,1
1703,1
1706,1
1707,1
1709,1
1711,1
1712,1
1714,1
1715,1
1717,1
1718,1
1719,1
1720,1
1721,1
1729,1
1730,1
1732,1
1734,1
1735,1
1739,1
1741,1
1742,1
1745,1
1746,1
1748,1
1749,1
1756,1
1759,1
1761,1
1762,1
1764,1
1770,1
1772,1
1779,1
1780,1
1781,1
1783,1
1784,1
1785,1
1788,1
1791,1
1794,1
1796,1
1797,1
1799,1
1803,1
1804,1
1805,1
1808,1
1809,1
1811,1
1812,1
1815,1
1816,1
1819,1
1820,1
1821,1
1822,1
1825,1
1826,1
1828,1
1829,1
1830,1
1831,1
1832,1
1836,1
1837,1
1840,1
1842,1
1845,1
1847,1
1848,1
1849,1
1855,1
1858,1
1863,1
1867,1
1868,1
1869,1
1872,1
1876,1
1883,1
1896,1
1897,1
1901,1
1903,1
1905,1
1907,1
1908,1
1909,1
1915,1
1916,1
1917,1
1920,1
1921,1
1924,1
1925,1
1926,1
1927,1
1928,1
1933,1
1934,1
1938,1
1939,1
1940,1
1941,1
1946,1
1950,1
1951,1
1952,1
1955,1
1956,1
1957,1
1961,1
1965,1
1970,1
1971,1
1975,1
1977,1
1979,1
1980,1
1981,1
1987,1
1988,1
1993,1
1994,1
1997,1
1998,1
1999,1
2000,1
2005,1
2007,1
2009,1
2010,1
2013,1
2016,1
2017,1
2018,1
2025,1
2027,1
2030,1
2031,1
2035,1
2039,1
2042,1
2043,1
2046,1
2048,1
2050,1
2052,1
2055,1
2056,1
2060,1
2061,1
2070,1
2072,1
2076,1
2077,1
2078,1
2079,1
2081,1
2082,1
2083,1
2085,1
2088,1
2091,1
2094,1
2096,1
2102,1
2109,1
2110,1
2115,1
2116,1
2117,1
2119,1
2120,1
2121,1
2122,1
2126,1
2127,1
2128,1
2130,1
2132,1
2133,1
2138,1
2143,1
2144,1
2147,1
2148,1
2151,1
2153,1
2154,1
2155,1
2160,1
2168,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,1
2179,1
2182,1
2184,1
2185,1
2190,1
2198,1
2200,1
2202,1
2205,1
2210,1
2211,1
2219,1
2222,1
2224,1
2225,1
2226,1
2232,1
2234,1
2236,1
2238,1
2239,1
2241,1
2246,1
2253,1
2256,1
2258,1
2261,1
2263,1
2266,1
2267,1
2269,1
2270,1
2273,1
2275,1
2276,1
2279,1
2282,1
2287,1
2288,1
2289,1
2292,1
2294,1
2296,1
2298,1
2299,1
2302,1
2303,1
2307,1
2308,1
2311,1
2312,1
2313,1
2316,1
2317,1
2319,1
2326,1
2328,1
2331,1
2334,1
2335,1
2336,1
2338,1
2342,1
2344,1
2345,1
2346,1
2352,1
2353,1
2356,1
2360,1
2364,1
2369,1
2370,1
2373,1
2374,1
2379,1
2380,1
2383,1
2385,1
2387,1
2391,1
2392,1
2394,1
2395,1
2397,1
2399,1
2401,1
2403,1
2404,1
2405,1
2406,1
2407,1
2408,1
2410,1
2411,1
2413,1
2414,1
2420,1
2421,1
2424,1
2425,1
2426,1
2428,1
2430,1
2433,1
2434,1
2436,1
2438,1
2439,1
2440,1
2451,1
2453,1
2455,1
2458,1
2459,1
2460,1
2461,1
2463,1
2464,1
2473,1
2475,1
2478,1
2485,1
2492,1
2493,1
2495,1
2496,1
2499,1
2501,1
2504,1
2505,1
2507,1
2516,1
2518,1
2521,1
2524,1
2525,1
2526,1
2528,1
2529,1
2530,1
2531,1
2533,1
2535,1
2537,1
2538,1
2542,1
2544,1
2553,1
2554,1
2558,1
2559,1
2561,1
2564,1
2568,1
2569,1
2570,1
2571,1
2573,1
2575,1
2576,1
2577,1
2578,1
2579,1
2584,1
2585,1
2586,1
2589,1
2594,1
2600,1
2601,1
2606,1
2607,1
2608,1
2611,1
2612,1
2616,1
2619,1
2620,1
2621,1
2622,1
2626,1
2627,1
2629,1
2630,1
2632,1
2640,1
2641,1
2643,1
2646,1
2652,1
2653,1
2656,1
2657,1
2658,1
2660,1
2669,1
2671,1
2672,1
2673,1
2675,1
2676,1
2682,1
2683,1
2684,1
2687,1
2689,1
2691,1
2692,1
2693,1
2694,1
2697,1
2698,1
2699,1
2700,1
2701,1
2703,1
2704,1
2705,1
2707,1
2709,1
2712,1
2713,1
2717,1
2718,1
2720,1
2722,1
2724,1
2727,1
2730,1
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2744,1
2746,1
2747,1
2748,1
2750,1
2751,1
2754,1
2755,1
2759,1
2763,1
2765,1
2766,1
2769,1
2770,1
2773,1
2775,1
2790,1
2795,1
2796,1
2797,1
2799,1
2800,1
2803,1
2804,1
2808,1
2810,1
2812,1
2813,1
2816,1
2817,1
2818,1
2819,1
2821,1
2823,1
2824,1
2825,1
2826,1
2827,1
2834,1
2840,1
2842,1
2845,1
2846,1
2847,1
2848,1
2852,1
2854,1
2867,1
2871,1
2873,1
2877,1
2881,1
2882,1
2884,1
2890,1
2891,1
2893,1
2896,1
2902,1
2904,1
2906,1
2907,1
2908,1
2913,1
2915,1
2916,1
2917,1
2923,1
2928,1
2929,1
2930,1
2935,1
2938,1
2939,1
2941,1
2945,1
2946,1
2948,1
2951,1
2954,1
2957,1
2958,1
2963,1
2968,1
2970,1
2973,1
2976,1
2978,1
2979,1
2984,1
2988,1
2993,1
2994,1
2997,1
2998,1
3000,1
3002,1
3007,1
3008,1
3009,1
3016,1
3017,1
3020,1
3022,1
3026,1
3027,1
3028,1
3031,1
3041,1
3042,1
3043,1
3044,1
3045,1
3047,1
3048,1
3056,1
3057,1
3060,1
3062,1
3067,1
3070,1
3075,1
3081,1
3087,1
3094,1
3098,1
3100,1
3101,1
3102,1
3104,1
3106,1
3110,1
3111,1
3113,1
3120,1
3122,1
3128,1
3129,1
3130,1
3132,1
3134,1
3135,1
3138,1
3140,1
3141,1
3142,1
3148,1
3150,1
3151,1
3152,1
3154,1
3155,1
3159,1
3161,1
3164,1
3165,1
3167,1
3168,1
3172,1
3175,1
3177,1
3181,1
3188,1
3190,1
3191,1
3192,1
3196,1
3197,1
3198,1
3199,1
3206,1
3208,1
3214,1
3219,1
3224,1
3236,1
3238,1
3240,1
3241,1
3242,1
3246,1
3247,1
3248,1
3250,1
3253,1
3254,1
3258,1
3259,1
3264,1
3270,1
3273,1
3274,1
3284,1
3288,1
3291,1
3296,1
3297,1
3298,1
3299,1
3300,1
3302,1
3304,1
3305,1
3309,1
3313,1
3316,1
3317,1
3320,1
3323,1
3326,1
3328,1
3329,1
3335,1
3338,1
3341,1
3346,1
3349,1
3350,1
3351,1
3353,1
3354,1
3355,1
3357,1
3359,1
3360,1
3363,1
3365,1
3368,1
3372,1
3378,1
3379,1
3381,1
3383,1
3386,1
3387,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3397,1
3399,1
3402,1
3405,1
3406,1
3407,1
3408,1
3413,1
3420,1
3424,1
3428,1
3429,1
3432,1
3433,1
3434,1
3436,1
3443,1
3445,1
3446,1
3449,1
3451,1
3457,1
3459,1
3467,1
3470,1
3475,1
3476,1
3483,1
3490,1
3492,1
3494,1
3499,1
3501,1
3506,1
3511,1
3516,1
3520,1
3526,1
3527,1
3533,1
3539,1
3540,1
3541,1
3546,1
3547,1
3550,1
3557,1
3562,1
3570,1
3572,1
3575,1
3576,1
3578,1
3580,1
3584,1
3588,1
3591,1
3593,1
3594,1
3596,1
3599,1
3600,1
3602,1
3603,1
3606,1
3609,1
3611,1
3612,1
3613,1
3614,1
3616,1
3617,1
3624,1
3630,1
3635,1
3637,1
3639,1
3642,1
3646,1
3647,1
3650,1
3651,1
3656,1
3657,1
3659,1
3664,1
3669,1
3671,1
3673,1
3674,1
3680,1
3681,1
3688,1
3691,1
3693,1
3697,1
3698,1
3701,1
3704,1
3705,1
3706,1
3708,1
3710,1
3714,1
3717,1
3728,1
3729,1
3730,1
3731,1
3732,1
3734,1
3737,1
3739,1
3749,1
3751,1
3753,1
3755,1
3756,1
3757,1
3759,1
3760,1
3763,1
3768,1
3769,1
3771,1
3773,1
3774,1
3781,1
3782,1
3784,1
3786,1
3787,1
3797,1
3798,1
3799,1
3800,1
3806,1
3810,1
3814,1
3815,1
3816,1
3820,1
3824,1
3825,1
3827,1
3828,1
3829,1
3831,1
3835,1
3836,1
3837,1
3839,1
3841,1
3843,1
3844,1
3849,1
3855,1
3858,1
3859,1
3861,1
3864,1
3866,1
3867,1
3869,1
3875,1
3880,1
3886,1
3889,1
3895,1
3898,1
3900,1
3901,1
3902,1
3907,1
3908,1
3909,1
3911,1
3919,1
3923,1
3924,1
3927,1
3929,1
3932,1
3933,1
3934,1
3940,1
3944,1
3945,1
3946,1
3947,1
3949,1
3952,1
3953,1
3960,1
3961,1
3963,1
3964,1
3965,1
3966,1
3967,1
3968,1
3969,1
3971,1
3972,1
3973,1
3975,1
3976,1
3977,1
3979,1
3985,1
3986,1
3988,1
3990,1
3991,1
3994,1
3997,1
3998,1
3999,1
4001,1
4010,1
4012,1
4014,1
4016,1
4017,1
4020,1
4023,1
4024,1
4026,1
4029,1
4030,1
4034,1
4035,1
4036,1
4041,1
4046,1
4047,1
4057,1
4058,1
4059,1
4062,1
4066,1
4068,1
4070,1
4072,1
4073,1
4077,1
4085,1
4086,1
4090,1
4091,1
4093,1
4094,1
4095,1
4096,1
4097,1
4103,1
4105,1
4107,1
4112,1
4113,1
4115,1
4116,1
4119,1
4120,1
4121,1
4125,1
4127,1
4129,1
4131,1
4135,1
4136,1
4138,1
4139,1
4142,1
4144,1
4147,1
4155,1
4156,1
4159,1
4160,1
4161,1
4162,1
4164,1
4168,1
4172,1
4182,1
4183,1
4185,1
4186,1
4188,1
4189,1
4192,1
4193,1
4199,1
4202,1
4203,1
4206,1
4207,1
4208,1
4209,1
4211,1
4212,1
4214,1
4219,1
4220,1
4222,1
4224,1
4228,1
4229,1
4230,1
4231,1
4235,1
4239,1
4240,1
4241,1
4257,1
4258,1
4259,1
4262,1
4266,1
4270,1
4271,1
4275,1
4276,1
4279,1
4280,1
4282,1
4283,1
4284,1
4286,1
4290,1
4293,1
4295,1
4296,1
4297,1
4298,1
4301,1
4302,1
4305,1
4309,1
4312,1
4314,1
4319,1
4320,1
4321,1
4322,1
4331,1
4332,1
4334,1
4335,1
4336,1
4337,1
4339,1
4340,1
4341,1
4342,1
4343,1
4344,1
4345,1
4348,1
4350,1
4351,1
4355,1
4356,1
4359,1
4361,1
4372,1
4373,1
4379,1
4380,1
4383,1
4387,1
4389,1
4390,1
4391,1
4393,1
4394,1
4395,1
4399,1
4401,1
4403,1
4407,1
4410,1
4414,1
4418,1
4419,1
4423,1
4424,1
4425,1
4426,1
4429,1
4430,1
4433,1
4434,1
4435,1
4436,1
4437,1
4438,1
4439,1
4440,1
4451,1
4453,1
4454,1
4457,1
4458,1
4459,1
4460,1
4463,1
4466,1
4467,1
4470,1
4473,1
4479,1
4481,1
4483,1
4486,1
4487,1
4488,1
4489,1
4490,1
4493,1
4495,1
4497,1
4498,1
4499,1
4500,1
4509,1
4514,1
4516,1
4518,1
4521,1
4522,1
4526,1
4529,1
4530,1
4532,1
4533,1
4534,1
4537,1
4541,1
4544,1
4545,1
4549,1
4552,1
4553,1
4554,1
4556,1
4566,1
4571,1
4577,1
4578,1
4582,1
4583,1
4586,1
4589,1
4590,1
4592,1
4593,1
4594,1
4597,1
4601,1
4602,1
4607,1
4611,1
4612,1
4615,1
4616,1
4618,1
4619,1
4622,1
4623,1
4631,1
4633,1
4634,1
4638,1
4642,1
4643,1
4644,1
4649,1
4650,1
4652,1
4655,1
4656,1
4659,1
4660,1
4661,1
4662,1
4665,1
4669,1
4671,1
4672,1
4673,1
4679,1
4680,1
4681,1
4683,1
4685,1
4689,1
4695,1
4697,1
4698,1
4699,1
4700,1
4714,1
4718,1
4719,1
4720,1
4722,1
4723,1
4725,1
4728,1
4731,1
4732,1
4733,1
4738,1
4739,1
4740,1
4743,1
4748,1
4762,1
4769,1
4772,1
4773,1
4777,1
4779,1
4787,1
4788,1
4789,1
4791,1
4792,1
4794,1
4800,1
4802,1
4803,1
4805,1
4806,1
4809,1
4812,1
4813,1
4815,1
4816,1
4819,1
4820,1
4821,1
4824,1
4830,1
4834,1
4835,1
4839,1
4840,1
4843,1
4845,1
4846,1
4847,1
4849,1
4850,1
4852,1
4854,1
4855,1
4858,1
4860,1
4862,1
4864,1
4866,1
4870,1
4872,1
4873,1
4875,1
4879,1
4882,1
4885,1
4891,1
4894,1
4899,1
4901,1
4903,1
4904,1
4905,1
4906,1
4909,1
4910,1
4915,1
4918,1
4919,1
4920,1
4922,1
4924,1
4926,1
4928,1
4929,1
4930,1
4932,1
4933,1
4936,1
4939,1
4941,1
4943,1
4944,1
4947,1
4949,1
4950,1
4951,1
4953,1
4955,1
4956,1
4962,1
4963,1
4966,1
4967,1
4968,1
4970,1
4971,1
4974,1
4976,1
4977,1
4978,1
4979,1
4980,1
4981,1
4983,1
4984,1
4986,1
4988,1
4989,1
4990,1
4992,1
4994,1
4996,1
4999,1
5000,1
5001,1
5005,1
5006,1
5008,1
5010,1
5013,1
5014,1
5017,1
5019,1
5020,1
5022,1
5025,1
5026,1
5028,1
5031,1
5034,1
5035,1
5036,1
5040,1
5042,1
5043,1
5046,1
5048,1
5049,1
5053,1
5054,1
5057,1
5059,1
5061,1
5064,1
5066,1
5069,1
5071,1
5076,1
5077,1
5078,1
5079,1
5081,1
5082,1
5083,1
5094,1
5100,1
5106,1
5107,1
5110,1
5115,1
5116,1
5117,1
5118,1
5122,1
5124,1
5130,1
5133,1
5135,1
5137,1
5138,1
5140,1
5141,1
5142,1
5143,1
5144,1
5146,1
5147,1
5150,1
5152,1
5155,1
5158,1
5159,1
5160,1
5161,1
5162,1
5163,1
5165,1
5166,1
5170,1
5173,1
5175,1
5176,1
5178,1
5180,1
5184,1
5185,1
5188,1
5190,1
5191,1
5192,1
5194,1
5195,1
5196,1
5197,1
5199,1
5201,1
5202,1
5203,1
5204,1
5205,1
5206,1
5207,1
5209,1
5212,1
5215,1
5216,1
5218,1
5220,1
5221,1
5222,1
5224,1
5226,1
5227,1
5229,1
5230,1
5234,1
5235,1
5236,1
5238,1
5239,1
5240,1
5243,1
5244,1
5248,1
5249,1
5251,1
5255,1
5257,1
5258,1
5260,1
5261,1
5262,1
5263,1
5264,1
5266,1
5267,1
5268,1
5269,1
5271,1
5275,1
5281,1
5282,1
5284,1
5285,1
5287,1
5288,1
5291,1
5292,1
5295,1
5296,1
5299,1
5302,1
5310,1
5311,1
5313,1
5314,1
5317,1
5320,1
5322,1
5323,1
5325,1
5329,1
5330,1
5332,1
5333,1
5335,1
5338,1
5339,1
5345,1
5348,1
5349,1
5354,1
5357,1
5359,1
5366,1
5369,1
5375,1
5376,1
5378,1
5380,1
5383,1
5384,1
5385,1
5390,1
5394,1
5395,1
5396,1
5401,1
5402,1
5405,1
5409,1
5411,1
5418,1
5420,1
5424,1
5428,1
5430,1
5436,1
5437,1
5438,1
5442,1
5443,1
5444,1
5446,1
5447,1
5451,1
5452,1
5457,1
5458,1
5462,1
5463,1
5465,1
5466,1
5469,1
5472,1
5473,1
5475,1
5476,1
5477,1
5478,1
5479,1
5485,1
5486,1
5488,1
5489,1
5493,1
5494,1
5495,1
5500,1
5504,1
5505,1
5507,1
5509,1
5510,1
5511,1
5513,1
5515,1
5518,1
5523,1
5525,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,1
5534,1
5535,1
5536,1
5538,1
5539,1
5540,1
5544,1
5546,1
5547,1
5558,1
5559,1
5560,1
5561,1
5565,1
5569,1
5570,1
5572,1
5573,1
5574,1
5576,1
5578,1
5581,1
5586,1
5590,1
5592,1
5595,1
5596,1
5600,1
5605,1
5606,1
5607,1
5610,1
5611,1
5613,1
5618,1
5620,1
5621,1
5627,1
5628,1
5631,1
5632,1
5635,1
5638,1
5639,1
5644,1
5646,1
5653,1
5654,1
5660,1
5664,1
5665,1
5667,1
5669,1
5670,1
5672,1
5677,1
5678,1
5683,1
5685,1
5688,1
5690,1
5692,1
5693,1
5695,1
5697,1
5699,1
5701,1
5707,1
5708,1
5712,1
5717,1
5720,1
5721,1
5723,1
5725,1
5726,1
5730,1
5732,1
5743,1
5744,1
5746,1
5757,1
5758,1
5759,1
5761,1
5764,1
5765,1
5766,1
5767,1
5772,1
5782,1
5790,1
5791,1
5792,1
5796,1
5797,1
5799,1
5801,1
5803,1
5804,1
5808,1
5809,1
5811,1
5814,1
5819,1
5820,1
5822,1
5831,1
5832,1
5835,1
5837,1
5839,1
5840,1
5843,1
5846,1
5848,1
5850,1
5851,1
5852,1
5854,1
5855,1
5856,1
5861,1
5862,1
5865,1
5868,1
5872,1
5873,1
5875,1
5876,1
5878,1
5879,1
5882,1
5883,1
5889,1
5891,1
5894,1
5900,1
5902,1
5905,1
5908,1
5911,1
5915,1
5919,1
5923,1
5924,1
5929,1
5936,1
5937,1
5939,1
5940,1
5943,1
5945,1
5948,1
5950,1
5951,1
5952,1
5954,1
5957,1
5959,1
5964,1
5971,1
5972,1
5974,1
5976,1
5977,1
5978,1
5981,1
5990,1
5991,1
6000,1
6001,1
6007,1
6010,1
6011,1
6015,1
6020,1
6026,1
6028,1
6030,1
6033,1
6034,1
6036,1
6038,1
6042,1
6046,1
6047,1
6050,1
6051,1
6052,1
6056,1
6058,1
6059,1
6060,1
6063,1
6065,1
6071,1
6072,1
6076,1
6077,1
6081,1
6084,1
6086,1
6087,1
6092,1
6096,1
6097,1
6098,1
6100,1
6106,1
6107,1
6114,1
6116,1
6120,1
6123,1
6124,1
6128,1
6133,1
6134,1
6138,1
6139,1
6140,1
6141,1
6145,1
6147,1
6150,1
6162,1
6164,1
6165,1
6166,1
6168,1
6169,1
6170,1
6176,1
6178,1
6181,1
6183,1
6184,1
6187,1
6196,1
6198,1
6200,1
6203,1
6205,1
6206,1
6207,1
6210,1
6211,1
6218,1
6221,1
6225,1
6230,1
6231,1
6232,1
6235,1
6240,1
6244,1
6245,1
6249,1
6250,1
6254,1
6256,1
6257,1
6264,1
6266,1
6267,1
6269,1
6272,1
6274,1
6277,1
6280,1
6282,1
6283,1
6284,1
6288,1
6289,1
6292,1
6302,1
6303,1
6308,1
6310,1
6311,1
6312,1
6313,1
6318,1
6323,1
6325,1
6328,1
6330,1
6331,1
6336,1
6337,1
6339,1
6343,1
6345,1
6346,1
6347,1
6348,1
6349,1
6350,1
6351,1
6352,1
6356,1
6359,1
6361,1
6369,1
6379,1
6383,1
6384,1
6387,1
6389,1
6391,1
6392,1
6393,1
6394,1
6398,1
6400,1
6404,1
6406,1
6409,1
6411,1
6413,1
6415,1
6419,1
6421,1
6424,1
6425,1
6426,1
6428,1
6430,1
6433,1
6436,1
6441,1
6442,1
6444,1
6445,1
6447,1
6448,1
6452,1
6455,1
6463,1
6464,1
6466,1
6467,1
6468,1
6469,1
6471,1
6472,1
6474,1
6475,1
6476,1
6478,1
6479,1
6482,1
6483,1
6485,1
6487,1
6490,1
6493,1
6497,1
6499,1
6500,1
6502,1
6503,1
6511,1
6512,1
6516,1
6517,1
6518,1
6520,1
6524,1
6525,1
6529,1
6531,1
6533,1
6540,1
6543,1
6545,1
6546,1
6547,1
6554,1
6555,1
6557,1
6559,1
6566,1
6573,1
6575,1
6580,1
6582,1
6588,1
6592,1
6595,1
6603,1
6610,1
6611,1
6612,1
6615,1
6622,1
6627,1
6631,1
6634,1
6639,1
6641,1
6646,1
6648,1
6651,1
6652,1
6656,1
6658,1
6659,1
6662,1
6664,1
6673,1
6676,1
6677,1
6678,1
6679,1
6682,1
6684,1
6685,1
6686,1
6687,1
6688,1
6693,1
6694,1
6696,1
6697,1
6700,1
6705,1
6706,1
6713,1
6714,1
6716,1
6719,1
6720,1
6722,1
6725,1
6727,1
6728,1
6731,1
6733,1
6738,1
6739,1
6744,1
6745,1
6751,1
6752,1
6757,1
6758,1
6759,1
6760,1
6761,1
6763,1
6766,1
6775,1
6777,1
6780,1
6782,1
6783,1
6784,1
6785,1
6789,1
6790,1
6791,1
6795,1
6797,1
6799,1
6800,1
6801,1
6803,1
6804,1
6808,1
6809,1
6810,1
6816,1
6817,1
6822,1
6823,1
6826,1
6831,1
6832,1
6837,1
6841,1
6854,1
6856,1
6857,1
6859,1
6863,1
6864,1
6866,1
6868,1
6869,1
6870,1
6874,1
6877,1
6878,1
6886,1
6887,1
6888,1
6893,1
6894,1
6898,1
6899,1
6905,1
6906,1
6907,1
6911,1
6912,1
6915,1
6916,1
6922,1
6927,1
6928,1
6932,1
6933,1
6935,1
6941,1
6944,1
6946,1
6947,1
6948,1
6950,1
6951,1
6952,1
6953,1
6956,1
6957,1
6959,1
6963,1
6966,1
6968,1
6969,1
6970,1
6973,1
6974,1
6979,1
6981,1
6982,1
6983,1
6984,1
6987,1
6988,1
6989,1
6991,1
6995,1
6997,1
6998,1
7000,1
7003,1
7005,1
7007,1
7008,1
7010,1
7012,1
7014,1
7021,1
7024,1
7025,1
7026,1
7030,1
7032,1
7035,1
7036,1
7038,1
7039,1
7040,1
7041,1
7044,1
7046,1
7047,1
7048,1
7051,1
7059,1
7063,1
7065,1
7066,1
7071,1
7075,1
7078,1
7080,1
7081,1
7083,1
7089,1
7092,1
7095,1
7097,1
7098,1
7099,1
7100,1
7102,1
7104,1
7107,1
7109,1
7115,1
7116,1
7117,1
7118,1
7123,1
7124,1
7127,1
7130,1
7131,1
7133,1
7134,1
7138,1
7140,1
7147,1
7151,1
7152,1
7156,1
7157,1
7160,1
7162,1
7165,1
7167,1
7168,1
7169,1
7170,1
7175,1
7176,1
7177,1
7179,1
7180,1
7183,1
7193,1
7194,1
7197,1
7199,1
7204,1
7207,1
7208,1
7212,1
7218,1
7219,1
7225,1
7229,1
7230,1
7231,1
7236,1
7238,1
7239,1
7241,1
7243,1
7245,1
7249,1
7251,1
7252,1
7254,1
7257,1
7258,1
